id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
23685053,SXSW Festival Apartment Rental,68381299,Tanica,,78701,30.2594,-97.73701,Entire home/apt,1200,1,0,,,1,0,0,
23685165,"Quiet, spacious house in Austin w/ backyard",140159677,Akash,,78747,30.14923,-97.74632,Entire home/apt,209,2,14,2021-12-26,1.62,1,14,14,
23685687,SXSW Private bedroom in the heart of west campus,95927447,Sanjul,,78705,30.28354,-97.74693,Private room,95,1,3,2018-11-22,0.06,1,0,0,
23685742,Comfy upstairs area with three beds & two baths,50426771,Keith,,78757,30.34755,-97.74561,Private room,150,2,1,2018-03-17,0.02,2,0,0,
23685807,Cozy apartment with good vibes close to downtown,25437058,Cinthia,,78704,30.22967,-97.76388,Entire home/apt,225,1,3,2018-03-17,0.06,1,0,0,
23686479,Private Room in Home,4635522,Andrew,,78754,30.33477,-97.6488,Private room,90,2,0,,,1,0,0,
23687003,Chill living room space #3,52657063,Brian,,78721,30.26167,-97.68564,Shared room,40,1,2,2018-03-17,0.04,3,0,0,
23695413,"Entire Studio at UT north campus, 5min to downtown",63683332,Kailin,,78705,30.29163,-97.73527,Entire home/apt,100,1,1,2018-03-11,0.02,1,0,0,
23696016,Peaceful Lake Travis Hideaway,59384080,Andrea,,78734,30.38248,-97.9577,Entire home/apt,145,2,24,2021-10-17,0.66,2,351,8,
23697390,Modern Hyde Park Home!,114023820,Hunter,,78751,30.31378,-97.71923,Entire home/apt,261,2,24,2019-12-01,0.49,18,6,0,
23697873,"SXSW House 3BR, 1.5 Bath, full amenities/kitchen..",25799150,Asher,,78748,30.15525,-97.82831,Entire home/apt,249,2,1,2018-03-18,0.02,1,0,0,
23699374,Cozy space biking distance to downtown&greenbelt!,56256983,Kelly,,78704,30.23435,-97.76802,Entire home/apt,150,1,10,2018-04-29,0.20,1,0,0,
23701220,Hopper Home,177548389,Afton,,78703,30.27416,-97.75997,Entire home/apt,450,1,0,,,1,0,0,
23701815,Great Apartment Away From Home,149870941,Britney,,78758,30.40308,-97.69732,Entire home/apt,275,1,1,2018-03-11,0.02,1,0,0,
23702129,Everybody in Austin wants to know you!,110022298,Richard,,78758,30.37274,-97.7109,Private room,59,1,76,2020-03-15,1.54,1,0,0,
23881394,University House Austin,179439538,Courtney,,78705,30.28367,-97.74213,Private room,2450,76,0,,,1,0,0,
23893529,Fully stocked Home 2 mi to Domain/15 min to DT!,60855266,Crystal,,78753,30.39136,-97.68098,Entire home/apt,140,2,28,2022-02-21,0.58,1,260,13,
23895410,Comfortable Sofa Bed North of Campus,134297974,Connor,,78705,30.30138,-97.73702,Shared room,20,1,3,2018-10-26,0.07,2,0,0,
23712163,Private room in historic home.,5759529,Louis,,78705,30.29795,-97.74098,Private room,125,2,1,2018-10-23,0.02,1,0,0,
23712229,"Charming Home in East Austin | Near Dining, 1 Mile to Downtown",109638288,Vacasa Texas,,78702,30.27812,-97.72256,Entire home/apt,204,2,25,2022-01-31,0.53,82,365,12,
23713736,Loft Space with Private Deck in East Austin,11177619,Tara,,78721,30.27295,-97.68234,Private room,80,1,0,,,2,0,0,
23713910,House with an Outdoor Pool,80881292,Alan,,78741,30.22028,-97.7238,Entire home/apt,700,2,134,2022-02-20,2.81,2,128,29,
23716670,Cozy bedroom in East Austin,177739684,Bradley,,78723,30.29465,-97.68525,Private room,86,1,2,2018-03-15,0.04,1,0,0,
23726924,Beautiful 1B/1B/living/Den/Kitchen/Dining/W/D,177859973,Usha,,78758,30.40294,-97.70834,Entire home/apt,79,90,17,2022-03-09,0.36,1,272,6,
23728846,Big East Austin Camper at Artist Household,8639713,Bobby,,78702,30.26887,-97.6994,Entire home/apt,161,2,33,2020-03-20,0.68,1,79,0,
23729797,2 Bedroom Apartment One Available Room,176844036,Nicholas,,78748,30.14559,-97.80445,Shared room,50,1,0,,,1,0,0,
23732554,Peaceful Retreat in Montopolis Near Everything!,1863468,Annie G. And Peter,,78741,30.23924,-97.69744,Entire home/apt,200,2,0,,,1,0,0,
23732864,Private Eastside Guesthouse Amongst the Trees,64971062,Laura,,78721,30.2788,-97.69205,Entire home/apt,99,2,85,2021-06-21,1.73,1,0,11,
23733981,Cute updated two bedroom apartment,69141107,Cassandra,,78752,30.32539,-97.72066,Entire home/apt,200,2,0,,,1,0,0,
23789371,Clean 1BR/5 min walk to train+extra twin bed,7738575,Stephen,,78757,30.3365,-97.72293,Entire home/apt,100,1,2,2018-04-15,0.04,1,0,0,
23799806,Stylish Hideaway with Charming Backyard - Close to Zilker Park & Downtown,109638288,Vacasa Texas,,78704,30.2516,-97.76993,Entire home/apt,224,30,25,2021-11-14,0.54,82,361,13,
23805592,Cozy ATX Eastside holiday studio getaway,11475890,Zach,,78702,30.2621,-97.72431,Entire home/apt,75,5,0,,,1,0,0,
23809316,Shoal Creek Getaway,118565935,Renters Club,,78756,30.32942,-97.74687,Entire home/apt,1660,2,13,2021-11-20,0.28,74,362,2,
23822379,Studio Heart,92693496,Kitana,,78704,30.23784,-97.78853,Entire home/apt,82,1,9,2019-03-16,0.18,1,0,0,
23834195,The Glass House in the Austin Hill Country,82815707,Mary,,78733,30.33836,-97.85649,Entire home/apt,275,2,34,2020-03-15,0.71,1,358,0,
23860926,🌱The Gonzales | Stylish | Sweet Outdoor Space,7270902,Meshelle,,78702,30.25635,-97.70003,Entire home/apt,653,1,282,2022-03-07,6.01,18,210,89,
23873988,Harvest Moon - 5 minutes to downtown!!,118565935,Renters Club,,78702,30.26613,-97.71455,Entire home/apt,1088,2,118,2022-03-06,2.48,74,322,41,
23745448,Newly Renovated Southside Escape,29898865,Kc,,78744,30.17982,-97.76086,Entire home/apt,350,3,19,2021-11-15,0.39,1,193,7,
23747098,Private room in quite northwest neighborhood,134466834,Stacey,,78717,30.4781,-97.76919,Private room,25,1,12,2020-03-16,0.44,2,0,0,
23751956,"Modern, Hyde-Park Guest House",614967,Margaret,,78751,30.30414,-97.73554,Entire home/apt,116,2,169,2022-02-06,3.65,1,134,50,
23766563,Private Room Available! just south of Downtown!,170816280,Victoria,,78745,30.22359,-97.77802,Private room,175,1,1,2018-03-15,0.02,2,0,0,
23767343,Newly Renovated Spanish Casita Near Downtown,84797220,Liz,,78751,30.31124,-97.73085,Entire home/apt,90,1,6,2019-07-07,0.14,1,0,0,
23769535,Private Room Available! South of Downtown!,170816280,Victoria,,78745,30.22573,-97.77815,Private room,110,1,0,,,2,0,0,
23769947,2bed/2bath Luxury Home 10min to Downtown,175312269,T,,78723,30.30597,-97.6708,Entire home/apt,203,1,36,2021-09-19,0.79,1,3,13,
23778931,Wyndham Austin,165422486,Terry,,78701,30.27118,-97.74668,Entire home/apt,209,3,4,2019-10-07,0.09,3,0,0,
23785762,Third Space,69191999,Chi,,78722,30.28635,-97.71272,Private room,94,2,84,2022-01-17,1.76,4,49,19,
22805603,Zilker Casita,124296926,John,,78704,30.25434,-97.77141,Entire home/apt,128,2,91,2022-03-27,1.82,1,0,14,
22807222,Relaxing New Retreat Steps from Rainey Street,16347027,Keri,,78702,30.25603,-97.7328,Entire home/apt,254,3,342,2022-03-10,6.74,1,0,63,
22812476,Brand New Two Bedroom in the Heart of Austin,70722023,Michael,,78701,30.27158,-97.74741,Hotel room,125,3,0,,,2,0,0,
22813153,Bedroom with private bathroom 12 mins to downtown,3425666,Nate,,78758,30.35703,-97.70942,Private room,2000,30,281,2020-03-17,5.51,5,0,0,
22814799,New + Modern 3br/3b: 10 mins to Downtown/Airport,7265184,Jesse,,78741,30.22015,-97.73614,Entire home/apt,414,2,80,2022-02-20,1.60,4,153,19,
22817586,Brand New Spacious Studio in the Heart of Austin,70722023,Michael,,78701,30.27162,-97.7474,Entire home/apt,75,1,0,,,2,0,0,
22823033,5★ DOWNTOWN Condo~NO CLEAN FEE~Slps 4~ROOFTOP POOL,85547,Colby,,78701,30.27275,-97.7467,Entire home/apt,670,2,66,2021-10-22,1.32,3,356,1,
22825196,Modern Spacious Apartment in the Heart of Austin!,2771720,Kelly,,78701,30.25751,-97.74007,Entire home/apt,320,2,1,2018-02-04,0.02,1,0,0,
22830974,Sunny Loft three miles from downtown,8207730,Kate,,78741,30.22941,-97.73666,Entire home/apt,90,30,36,2022-01-31,0.98,1,74,4,
22836148,5★DOWNTOWN Condo~NO CLEAN FEES~Slps 4~ROOFTOP POOL,85547,Colby,,78701,30.27269,-97.74778,Entire home/apt,670,2,112,2020-08-10,2.22,3,356,0,
22842543,Concordia Cottage,168898454,Dan,,78722,30.29164,-97.71571,Entire home/apt,111,2,182,2022-01-31,3.69,1,0,20,
22842952,Large House with 4 Bedrooms 2.5 baths sleep 15,168903699,Bien,,78727,30.43443,-97.69389,Entire home/apt,268,2,94,2022-02-27,1.90,1,289,22,
22843720,Texas Modern-Central Austin,124775758,Ronny,,78704,30.235573,-97.765991,Entire home/apt,1157,2,59,2022-03-06,1.21,1,273,19,
22851067,WaySouthAwesome 2/2.5 King Full Twin +queen airbed,145399941,Megan,,78748,30.15973,-97.82787,Entire home/apt,145,1,104,2022-03-06,3.10,1,19,41,
22859558,"UrbanEdenATX, an  East Austin Cottage on The Creek",19130380,Pippa,,78721,30.277731,-97.693443,Entire home/apt,400,2,10,2022-03-06,1.79,1,136,10,
23944383,5★ Loft~2 Bdrm~DOWNTOWN~Slps 6~NO FEE~Rooftop Pool,85547,Colby,,78701,30.27217,-97.74812,Entire home/apt,726,2,2,2018-05-25,0.04,3,328,0,
23960327,Dine Under the Grand Modern Chandelier at a Serene Retreat,8076159,Jill,,78757,30.35058,-97.74313,Entire home/apt,600,3,17,2022-03-05,0.36,1,73,11,
23961677,Hudson Bend Ranch  - Lavanda,71296881,Steven,,78734,30.41827,-97.93754,Entire home/apt,125,3,93,2022-02-28,1.96,5,62,34,
23963513,"Modern, Bright, Studio w/fun backyard near Domain",9595134,Jay,,78758,30.36012,-97.71488,Entire home/apt,145,4,58,2022-01-30,1.46,3,45,21,
23977805,Private Waterfront Property on South Shore of Lake Travis is Calling Your Name. The Perfect Getaway!,177821967,ITrip Vacations,,78734,30.38069,-97.95857,Entire home/apt,402,2,25,2021-10-24,0.69,30,358,11,
23977807,Staycation Time! Bring the Boat & Don't Forget the Dog. South Shore Lake Travis Waterfront Property,177821967,ITrip Vacations,,78734,30.38069,-97.95857,Entire home/apt,312,2,18,2021-08-04,0.40,30,356,4,
23995750,The Bluff House on Lake Austin,180547985,Sam,,78730,30.33631,-97.82017,Entire home/apt,2643,2,11,2021-10-17,0.24,4,313,4,
23995778,Contemporary Condo in North-Central Austin,69394032,Robert,,78752,30.324,-97.70496,Entire home/apt,90,2,28,2019-07-21,0.58,1,0,0,
23997730,El Bungalow Uno ~ Dos Casas Eclectic  Eastside ATX,141732877,Mary Jane & Julián,,78702,30.25238,-97.71649,Entire home/apt,125,30,1,2021-03-21,0.08,2,330,1,
23998886,Mueller Townhouse,35241806,Lauren,,78723,30.29731,-97.69961,Entire home/apt,374,2,1,2022-03-06,1,1,153,1,
24010526,Large 1 bedroom on Lady Bird Lake,80568393,Audrey,,78741,30.24464,-97.73124,Entire home/apt,175,2,8,2018-11-18,0.16,1,0,0,
24014855,Relaxing Starts Here - on the 13th Fairway!,62926106,Guy,,78734,30.35938,-97.98518,Entire home/apt,484,2,14,2022-01-02,0.30,18,326,6,
24017011,Minimalist East Austin Casita for 2,4754232,Farah,,78702,30.27131,-97.71997,Entire home/apt,78,2,33,2020-03-01,1.03,1,0,0,
24018067,Beautiful Family Home Minutes From Downtown,100392167,Brian,,78735,30.25037,-97.84234,Entire home/apt,131,4,109,2021-11-29,2.40,1,0,19,
24032315,"Tarrytown Home, Minutes to Downtown!",66736908,Lindsay,,78703,30.29463,-97.77966,Entire home/apt,750,3,2,2021-08-05,0.24,1,8,2,
24041110,Cuarto Palmilla,53708984,Adolfo,,78749,30.22831,-97.84689,Private room,165,1,1,2018-04-22,0.02,2,294,0,
24041651,Cuarto Del Sol,53708984,Adolfo,,78749,30.22831,-97.84579,Private room,145,2,0,,,2,364,0,
24044028,Beautiful New Home Downtown SXSW ACL F1 HQ,23186592,Ana,,78741,30.22791,-97.69389,Entire home/apt,795,3,0,,,1,216,0,
24061411,Sam’s Town Point Spacious South Austin Bunkhouse,86535483,Stephanie,,78748,30.17267,-97.82851,Entire home/apt,275,1,171,2021-12-31,3.68,1,125,46,
24064713,Luxurious Austin Condo - Studio Deluxe,100605868,Sharebnb,,78701,30.2713,-97.74634,Entire home/apt,184,1,9,2020-02-13,0.19,8,17,0,
24078800,Elegant N. Austin Retreat | ft. Domain Access,151838706,Alaina,,78758,30.39082,-97.70226,Entire home/apt,320,30,33,2022-02-20,0.69,1,91,7,
24085182,1/1 Private Studio in Hyde Park -  Central Austin,181358507,Paula,,78751,30.30031,-97.73074,Entire home/apt,161,2,169,2022-03-06,3.53,1,60,38,
24248533,Super Cute Private 1 Bedroom w/ Private Bath!,1215815,Elizabeth,,78758,30.35742,-97.71028,Private room,39,1,0,,,1,0,0,
24250004,3 Bedroom Presidential Suite - Wyndham Austin,11186022,Tyler,,78701,30.27264,-97.74678,Private room,400,3,0,,,2,0,0,
24261601,Cute Austin Apartment Near Downtown,22822827,Billy,,78741,30.22733,-97.73228,Entire home/apt,50,2,7,2018-10-07,0.15,1,0,0,
24263874,Modern Designer Home in Travis Heights Steps from SOCO,18253226,Stay Local Austin,,78704,30.23999,-97.74753,Entire home/apt,649,2,99,2022-03-01,2.11,30,289,31,
24266301,"Stylish home in quiet neighborhood, East Central",68079315,Andrew,,78723,30.2905,-97.68723,Entire home/apt,135,2,8,2018-10-22,0.17,1,0,0,
24286105,★East Austin Bungalow★Home Office★ACL Homebase★,103614176,Helen,,78702,30.26031,-97.7072,Entire home/apt,400,2,4,2018-06-17,0.08,1,0,0,
24304417,"Austin, TX, Studio Deluxe #2",10981379,Jan,,78701,30.27172,-97.74754,Entire home/apt,236,1,18,2021-03-22,0.41,24,37,1,
24304436,"Austin, TX, Studio Deluxe #1",10981379,Jan,,78701,30.27172,-97.74754,Entire home/apt,230,1,3,2020-02-01,0.07,24,37,0,
24313198,Downtown Austin,104544714,Katie,,78704,30.26089,-97.74702,Entire home/apt,150,1,3,2018-06-03,0.06,1,0,0,
24331719,Evans: Central Austin Young Professional Community,8167447,Martin,,78751,30.31612,-97.71886,Private room,41,30,3,2020-07-28,0.07,78,345,0,
24350966,Shine so Bright,176611954,Sunshinne,,78724,30.27892,-97.62945,Private room,25,45,0,,,1,0,0,
24351861,Clean and cool apartment off South Lamar,5991834,Kevin,,78704,30.23966,-97.78835,Entire home/apt,79,1,1,2018-05-13,0.02,1,0,0,
24102981,Freshly remodeled cute 2BD/1BA with kitchen/living,36075426,Colleen,,78721,30.25542,-97.68725,Entire home/apt,163,1,166,2022-02-25,3.52,27,64,34,
24103011,Lucky 13 Apt ❤2BR|Parking|Wifi|AC|Google|Family,36075426,Colleen,,78721,30.25658,-97.68544,Entire home/apt,192,1,132,2022-02-25,2.74,27,78,24,
24121174,AUSTIN LAKE HOUSE- A SHORT WALK TO LAKE AUSTIN SPA,11579227,Michelle,,78732,30.32867,-97.91946,Entire home/apt,314,1,47,2022-02-20,0.99,2,353,17,
24130271,Downtown Adjacent Clarksville Gem in the Heart of Austin,191856930,Will,,78703,30.28503,-97.76151,Entire home/apt,162,28,48,2022-02-10,1.02,1,270,7,
24139113,Downtown Austin - 2 Bedroom Condo,4611832,Eric,,78701,30.2704,-97.74804,Entire home/apt,295,2,5,2019-06-02,0.11,2,0,0,
24159699,Modern guesthouse in historic East Austin,3538703,Mike,,78702,30.27264,-97.72273,Entire home/apt,193,3,95,2022-02-18,1.98,9,10,33,
24162503,Mariposa House - all backgrounds welcomed!,3201855,Vanessa,,78751,30.32025,-97.72488,Private room,48,1,14,2019-03-15,0.29,1,0,0,
24163370,Quaint room in North Austin — business / tech,4172820,Kim,,78753,30.3747,-97.66619,Private room,50,1,0,,,1,0,0,
24171380,Austin Getaway with Pool in Northwest Hills,9834905,Chiara,,78731,30.35278,-97.76336,Entire home/apt,230,2,1,2018-05-01,0.02,1,0,0,
24179296,Bedroom 2 with shared bathroom,182235421,Marie,,78729,30.46195,-97.78389,Private room,95,1,213,2022-03-10,4.54,2,138,40,
24198164,Gated Private Estate on Lake Austin,182403041,John,,78746,30.32615,-97.78041,Entire home/apt,995,3,3,2018-09-03,0.06,1,0,0,
24208274,ZTOWN,168173310,Ammar,,78723,30.31886,-97.70448,Private room,449,1,0,,,2,365,0,
24223221,New Home with lots of extras,182620767,Jo,,78702,30.26168,-97.69491,Entire home/apt,275,3,15,2019-10-13,0.31,1,0,0,
24227432,“Dolce Vita” North Central Austin,73871717,Henry,,78752,30.34243,-97.71424,Entire home/apt,95,2,100,2021-12-19,2.20,2,1,15,
24240282,Contemporary Lake Austin Estate. Eleven Minutes to Downtown,31349011,Charlie,,78746,30.30857,-97.78086,Entire home/apt,357,30,10,2018-09-10,0.21,1,0,0,
24353677,"Spectacular East Austin Home w/Private Pool, Backyard Oasis & perfect locale for why you're here!",177821967,ITrip Vacations,,78702,30.25689,-97.71421,Entire home/apt,2472,2,2,2018-08-12,0.04,30,309,0,
24357071,"Cozy, Witchy, Central Apartment + Optional Tarot",106418487,Mak,,78704,30.24488,-97.76343,Entire home/apt,106,2,4,2019-11-05,0.08,1,0,0,
24376694,Minimalist 1300 sqft townhouse close to The Domain,106433664,Varun,,78728,30.46776,-97.68731,Private room,75,1,0,,,1,0,0,
24379201,Spacious Room+Private Bath/Near airport & downtown,178866966,Brooke And Allison,,78741,30.22285,-97.69323,Private room,107,1,109,2022-03-05,2.33,1,75,40,
24386030,ATX Amazing House with Big Backyard (Entire House),184056386,Scott,,78729,30.45366,-97.78325,Entire home/apt,169,1,12,2019-11-17,0.25,2,0,0,
24407709,Crestview Station Casa,184251901,Brian,,78757,30.34388,-97.72097,Entire home/apt,77,30,118,2021-12-18,2.49,1,81,6,
24448376,Stunning  Bungalow Downtown Austin Home.,184514538,Santa,,78702,30.26189,-97.73237,Entire home/apt,925,2,93,2022-03-06,2.03,1,137,31,
24471566,San Marin Apt Room,184837439,Sylvester,,78759,30.41158,-97.72424,Private room,41,1,4,2018-07-15,0.09,1,0,0,
24488979,Austin Home with a View like a Treehouse,834822,Abby,,78759,30.37644,-97.76026,Private room,31,30,3,2019-02-11,0.07,2,0,0,
24492464,Bedroom 1 with shared bathroom,182235421,Marie,,78729,30.464,-97.78505,Private room,30,1,156,2022-02-13,3.30,2,262,25,
24517806,Austin One bedroom condos,103427,Jacqueline M,,78701,30.27264,-97.74842,Entire home/apt,332,2,2,2018-11-04,0.05,3,172,0,
24563108,"1 BR Deluxe Wyndham in Downtown Austin, Texas",61463458,Gary,,78701,30.27158,-97.74741,Private room,199,2,0,,,3,0,0,
24575791,2 BR Presidential Club Wyndham downtown Austin,61463458,Gary,,78701,30.27158,-97.74741,Private room,315,2,21,2022-03-06,0.46,3,0,9,
24596837,Hill Country Honeymoon Suite,42800326,Ashleigh,,78737,30.14221,-97.96031,Entire home/apt,129,2,36,2022-02-07,0.78,1,77,7,
24608111,South Congress/St. Elmo Spacious 3 Bedroom,185965513,Rico,,78745,30.21068,-97.76596,Entire home/apt,314,2,61,2022-02-06,1.30,1,158,1,
24614680,Sweet home,118128853,Irénée,,78725,30.23851,-97.58103,Entire home/apt,241,2,81,2022-02-20,2.52,1,268,26,
24621239,"Panoramic Views, 25 Min to Downtown - Luxury Lake Travis Villa | Professionally Cleaned + Hosted By GuestSpaces",138398089,GuestSpaces,,78732,30.41503,-97.88847,Entire home/apt,674,2,84,2022-01-04,1.79,32,347,10,
24624722,Eclectic & Walkable North Loop Escape,186093913,Jamie,,78751,30.31626,-97.7174,Entire home/apt,92,1,14,2018-08-04,0.29,1,0,0,
24627763,Stylish New Downtown Condo with Bikes,126005498,Britta,,78701,30.27735,-97.74888,Entire home/apt,432,2,216,2022-03-10,4.58,2,101,66,
24631987,Relax and enjoy. Huge master bedroom and bath,49334424,Kyle,,78754,30.37653,-97.6479,Private room,25,1,32,2019-11-22,0.68,1,0,0,
24642622,Adorable Travis Heights charmer on a quiet street,26918293,Ryan,,78704,30.25006,-97.74209,Entire home/apt,170,3,49,2020-03-12,1.03,1,0,0,
24649925,Encino Viejo (Old Oak)-Ranch Style Home on 5 Acres,4161514,Clint & Stella,,78737,30.15578,-97.96264,Entire home/apt,470,3,20,2022-02-25,0.61,1,303,12,
24650555,2 bed/2 bath near downtown Austin,185767003,William,,78702,30.26135,-97.72693,Entire home/apt,100,2,3,2018-06-23,0.06,1,0,0,
24655175,Heart of South Austin-walk to restaurants/bars,20234127,Josie & Seth,,78704,30.24925,-97.76947,Entire home/apt,550,2,201,2022-02-28,4.37,2,47,48,
24655483,Peaceful Guesthouse 1 mile from Downtown,3538703,Mike,,78702,30.27048,-97.72298,Entire home/apt,214,2,79,2022-03-11,1.67,9,11,35,
24678475,Cozy Bachelor Pad,84806693,Kaleb,,78741,30.24011,-97.73105,Entire home/apt,60,3,1,2018-05-24,0.02,1,0,0,
24692374,South Austin Cottage,116669891,Jennifer,,78737,30.22088,-97.89776,Entire home/apt,111,2,17,2018-10-15,0.36,1,17,0,
24693234,★ Private Room: 5 Min To Airport + Extras ★,83920504,Matthew,,78744,30.20079,-97.70063,Private room,36,1,155,2019-11-21,3.32,3,0,0,
24697658,Little blue vintage house in East Austin,1728317,Alyssa,,78702,30.28166,-97.70793,Entire home/apt,66,2,19,2018-09-02,0.40,2,0,0,
24701487,1 Block from South Congress! Cozy Cottage with Free WiFi/Parking & Patio. Walking distance to fun!,177821967,ITrip Vacations,,78704,30.24864,-97.74824,Entire home/apt,592,2,4,2022-02-20,0.11,30,337,1,
24716350,MrAtxPlace,119619826,Erik,,78749,30.22618,-97.82777,Shared room,25,1,5,2018-09-01,0.11,1,0,0,
24717875,"Tasteful Austin Compound One Block off South Congress Ave, Perfect for Groups Traveling Together!",177821967,ITrip Vacations,,78704,30.24864,-97.74824,Entire home/apt,1516,3,2,2021-08-22,0.06,30,316,1,
24735383,Hyde Park Craftsman Guest House,32086826,Elida & Luis,,78751,30.30735,-97.72027,Entire home/apt,150,2,45,2020-10-11,1.05,1,1,0,
24755024,Minimal Candy Colored Austin Hideaway,5256821,Lauren Ragusin,,78751,30.31007,-97.7312,Entire home/apt,45,3,17,2019-01-23,0.36,1,0,0,
24806616,DOWNTOWN VIEW! CLOSE TO EVERYTHING! HEPA FILTERED!,187540970,Favian,,78741,30.24596,-97.73436,Entire home/apt,168,2,28,2021-12-08,0.74,1,6,13,
24807620,Sunrise and Sunsets in Lakeway,152469502,Wendy,,78734,30.37551,-97.93385,Entire home/apt,173,2,0,,,1,0,0,
24851016,Sunny Room near Downtown,1213154,Liz,,78702,30.26467,-97.71814,Private room,50,5,25,2019-04-01,0.54,3,0,0,
24853177,Huge Modern Loft in the Heart of East 6th Street,98323,Noah,,78702,30.26466,-97.7328,Entire home/apt,239,1,323,2022-03-06,6.92,2,78,88,
24854477,Cozy Room in the Best Neighborhood in Austin,159355723,Outsite,,78704,30.24977,-97.75543,Private room,95,3,5,2019-11-02,0.11,2,79,0,
24874643,Thrifty & Functional Eastside 2Bd Apt near Downtwn,36075426,Colleen,,78721,30.2564,-97.68501,Entire home/apt,147,1,151,2022-02-13,3.24,27,62,46,
24876178,North Austin Zen Retreat,7905360,Maya Aswini,,78758,30.39745,-97.72225,Private room,42,1,18,2020-02-23,0.38,1,0,0,
24918898,CASA Austin,22308621,Andrea Galliano,,78746,30.26852,-97.78084,Entire home/apt,451,3,16,2021-12-30,0.43,1,171,7,
24945475,Austin Guest Flat - 1000sq ft Home Away From Home,188592448,Amanda,,78729,30.44971,-97.77624,Entire home/apt,75,1,171,2022-03-03,3.66,1,106,48,
24993044,Club at summer valley,188943294,Alexis,,78745,30.19807,-97.7889,Private room,30,1,1,2018-05-18,0.02,1,0,0,
24993347,Right in the heart of Austin Texas,182094750,Araceli,,78745,30.21204,-97.76372,Entire home/apt,210,1,46,2021-11-27,1.19,1,166,19,
25010946,Newly Remodeled Hyde Park Studio,632983,Daniel,,78751,30.31289,-97.72456,Entire home/apt,175,20,58,2022-02-28,1.29,2,318,14,
25023585,Lake Travis Star Retreat,189169614,Delk,,78734,30.41522,-97.91916,Entire home/apt,335,2,102,2022-03-06,2.31,1,225,28,
25027246,Craftsman-Style Bungalow Perfect For Couples,189197279,Rachel,,78721,30.26972,-97.68025,Entire home/apt,91,2,36,2021-10-25,1.27,1,319,1,
25043299,Cherrywood Gem,11773021,Djamel,,78722,30.29181,-97.71062,Entire home/apt,350,3,21,2022-01-02,0.45,1,262,8,
25050950,New Austin Townhouse - Green Room,56093850,Clay,,78729,30.46697,-97.76689,Private room,124,1,26,2021-10-25,0.56,2,70,3,
25051514,Live Like a Local - Charming Collier St. Cottage,73760064,Deborah & David,,78704,30.256,-97.76966,Entire home/apt,169,29,0,,,2,44,0,
25056037,"Lake Travis Views , 3 story, 4 balconies, 8 Beds",372205,Keith,,78732,30.41641,-97.88682,Entire home/apt,859,2,94,2022-03-06,2.05,1,292,28,
25096768,ATX Amazing House with Big Backyard (Room Rental),184056386,Scott,,78729,30.45211,-97.78348,Private room,49,1,4,2018-10-24,0.09,2,0,0,
25100640,Rainey St. Condo Available,75434693,Sean,,78701,30.26021,-97.74023,Entire home/apt,200,3,4,2018-10-14,0.09,1,0,0,
25134302,Mod Austin Home with Metro Rail Access,42417263,Kate,,78757,30.34319,-97.71815,Entire home/apt,209,4,50,2022-02-27,1.14,1,136,16,
25137252,Modern Guest House - Hyde Park,27016431,Ron,,78751,30.30941,-97.72106,Entire home/apt,148,1,4,2018-06-03,0.08,1,0,0,
25137968,"Delightful cottage with full kitchen, private washer/dryer, and downtown views!",1488733,Vacasa Texas,,78702,30.26294,-97.73436,Entire home/apt,159,2,10,2022-02-24,2.13,19,327,10,
25141361,Cute 1bedroom in old west Austin,132228142,Ashley,,78703,30.28276,-97.75913,Entire home/apt,100,2,1,2018-06-10,0.02,1,0,0,
25156197,Cozy Bungalow in Hyde Park,190097700,Allison,,78751,30.31126,-97.72774,Entire home/apt,145,1,48,2021-04-11,1.04,1,0,1,
25165381,Austin Duplex near Zilker Park,146543361,Paige,,78704,30.25052,-97.77565,Entire home/apt,119,2,130,2022-03-06,3.11,1,226,45,
25179299,"""The green house""- walk to bars and restaurants",55190567,Suz And Kyle,,78722,30.28275,-97.71783,Entire home/apt,150,1,11,2019-06-12,0.24,1,0,0,
25194274,Man cave,190371076,Cameron,,78705,30.29257,-97.74228,Private room,50,1,1,2018-05-23,0.02,1,0,0,
25212015,River Bend  Private rooms and bath in Austin home.,11579227,Michelle,,78732,30.32977,-97.91938,Private room,222,1,9,2020-07-13,0.19,2,365,0,
25227143,2 BR Deluxe Wyndham in Downtown Austin Texas,61463458,Gary,,78701,30.27158,-97.74741,Private room,234,2,1,2018-07-22,0.02,3,0,0,
25293881,Minimalist Studio with a View,46642862,Noah,,78723,30.30499,-97.70082,Entire home/apt,55,2,6,2018-10-15,0.13,1,0,0,
25323026,Tiny Home out in the country but still in Austin,191255321,Dyana,,78736,30.23534,-97.93611,Entire home/apt,215,2,41,2022-02-20,1.19,2,18,27,
25339448,Eclectic one bedroom in the heart of South Austin,7269250,Elese,,78704,30.24241,-97.7734,Entire home/apt,200,2,2,2019-10-14,0.06,1,0,0,
25344755,EZ Check-in Historic ECO Pecan TreeHouse DnTwn UT,126170709,Andrew,,78705,30.29466,-97.72329,Entire home/apt,134,2,150,2022-03-06,3.28,1,75,57,
